,text,is_cont
456,"That’s a pen all day long in my opinion! No consistency, nobody knows the rules anymore. Not even the ref. It’s not good at all. Killing the game. It’s all just weird isn’t it? #BURARS #Arsenal #Burnley",1
457,lol Burnley have offered more this half than #Arsenal. The Odegaard sub was bad. And the team is playing worse.,1
458,"Burnley are fucking terrible. They play awful football, and it’s going to absolutely blow when #Arsenal barf up points in this match on the back of a brain dead, inexcusable mistake.",1
459,Second half underway. #Arsenal 1 - Burnley 1.,0
460,"A very #Arsenal like set of affairs. 
#BURARS",1
461,"Halftime. 1-1. #Arsenal were cruising off an early goal, but another inexcusable mistake from Bernd Leno and Granit Xhaka gifted Burnley a way back.",1
462,Typical. #Arsenal,1
463,"⚽️ GOAL ⚽️
#Burnley  1   #Arsenal  1
 
Listen LIVE #bbclancssport
📻 95.5FM &amp; DAB

📲 POST-MATCH from 5 ➡️ https://t.co/FSBU1qcpO8 ⬅️

#utc / #bbcfootball / #afc https://t.co/00amXbv442",0
464,And it’s even at 1. Grant Xhaka’s pass deflects off Chris Wood and into the #Arsenal net.,0
465,Masterclass from @CalumChambers95 today #arsenal @Arsenal #arsenalforlife,1
466,Pierre-Emerick Aubameyang is UP FOR IT today. He’s looked great for #Arsenal today.,1
467,"Another good #Arsenal break, but Pierre-Emerick Aubameyang and Bukayo Saka JUST can’t quite link up.",1
468,"Good break from #Arsenal, Odegaard picks out Thomas Partey, but he fires over. Tough take, that, running onto a bouncing ball and hitting it first time.",1
469,#Arsenal have gotten just a bit sloppy on the ball the past few minutes.,1
470,Announcer tiptoeing around saying “I’m surprised Burnley aren’t trying to kick #Arsenal off the pitch like they normally try against more talented opponents.”,1
471,Starting to feel just a little bit like one of those #Arsenal are going to rue missed chances situations. Not enjoying this feeling.,1
472,"Bukayo Saka could have made it two. Bit of a fortunate bounce brings the ball back into his path, but his shot went just wide. Nice passing and movement from #Arsenal though.",1
473,Tierney smokes Lowton to get a cross in. Rough start for the Burnley man. Aubameyang beat him on the goal. #Arsenal,0
474,"Like that very much from Leno and #Arsenal. If Burnley are going to stack 3 men on the 18 for a goal kick, play it long (like he did there). Led to a break and a corner at the other end.",1
475,"Wrote earlier that it was really important for #Arsenal to get the first goal. Burnley are pretty good at shutting everything down if they get a lead, but they have scored the second fewest in the Premier League and struggle to come from behind. 

*touch wood*",1
476,"Cannot say enough about Thomas Partey. Made that goal out of a dodgy looking spot. Burnley were pressing quite high and were in a decent spot. Quick 1-2 between Partey and Xhaka, progressive pass to Willian, and a few seconds later, it’s 1-0 to #Arsenal.

Lovely stuff.",1
477,"⚽️ GOAL ⚽️
#Burnley  0   #Arsenal  1
 
Listen LIVE #bbclancssport
📻 95.5FM &amp; DAB

📲 POST-MATCH from 5 ➡️ https://t.co/FSBU1qcpO8 ⬅️

#utc / #bbcfootball / #afc https://t.co/kNRHPRV2hW",0
478,"YEAH! #Arsenal off to a quick start. It’s Pierre-Emerick Aubameyang to put the Gunners in front 1-0. His 8th against Burnley, most against any team.",0
479,Underway at Turf Moor. #Arsenal vs. #Burnley.,0
480,"Good morning Gooners! @AaronCLerner here with you bright and early for #Arsenal - #Burnley. Or as I'd rather call it #ARSEBURN.

Calum Chambers makes his first PL start since tearing his ACL at the end of 2019, presumably playing RB. Good for Cal!",1
481,"Man, what is it about #Arsenal - Burnley that always has me feeling more nervous than I probably should? https://t.co/zo6dpdGpQx",0
482,Progress... #Arsenal https://t.co/XJCX2mIYK9,0
483,"""It's refreshing they're giving them time to mould the team""

#Burnley boss Sean Dyche admires that #Arsenal are sticking by Mikel Arteta.

COMMENTARY 📻 95.5FM &amp; DAB

#utc #bbcfootball https://t.co/JS6GZ9lOEV",0
484,"""I think it's remarkable what Sean and the coaching staff have done in recent years with the resources that they have.""

Arteta ahead of Arsenal's trip to Turf Moor on Saturday.

#Arsenal | #BURARS | #UTC",1
485,"Adjusting details for tomorrow 🔴⚽
#Arsenal #Training #Hardwork #Focus #COYG #Team #Work #Skills @Arsenal https://t.co/1Z2DU2qFSQ",0
486,"Target Arm and MIT have been awarded a Phase 1 #STTR contract to develop #Arsenal #Aircraft for Persistent Air Dominance with #UAV/UCAVs. The project will work to repeatedly and reliably launch and recover drones from various aircraft. 
https://t.co/FQONSX104c",0
487,"Y’all, it ain’t pretty. I’m more than a bit concerned with the direction #Arsenal are headed financially.

The sky isn’t falling yet, but you know that *inhales* seagull meme? Yeah, that’s chicken little right now. https://t.co/cmIM2dZzot",1
488,"Following their win last weekend, @Arsenal manager @m8arteta talks about their upcoming match at Turf Moor and how #TheGunners are going to pick up where they left off in February.
 
#ProtectYourEdge and stay #CyberFit with Acronis, just as our partner #Arsenal do. https://t.co/z44EwWvOJJ",0
489,"⚽️ Arsenal beat Lokomotiv in their last three home games with a total score of 8-0
⠀
❓ What will be the result at the Week 21 of the #RPL?
⠀
#Arsenal #Lokomotiv https://t.co/VH6L5Wqugz",0
490,"#Arsenal boss #MikelArteta dismisses #Barcelona link

https://t.co/iZwq5ffusV",0
491,"#Arsenal still have Houssem Aouar on their radar, according to Calciomercato.

[@Sport_Witness] https://t.co/kqxQDjHCMC",1
492,Arsenal transfer news: Hector Bellerin's deal to move to Barcelona hinges on elections #Bellerin #Barcelona #Arsenal https://t.co/s1gX1uZeum,0
493,"🗞 A packed Paper Talk this morning!!!

🔵 Barca to sign Sergio Aguero?
🏖 Brighton's Tariq Lamptey to Arsenal?
🔴 Man Utd targeting Raphael Varane.

That's just three of an absolute ton.

#ManUtd #FCB #ManCity #BHA #Arsenal",0
494,"Maybe we can get @Aubameyang7 to wear a @dallasmavs jersey after @Arsenal's next match win.

@J_Rich1 | #MFFL | #Arsenal | @MFollowill https://t.co/4mQ8Wx70Fd",1
495,".@UnaiEmery_ on replacing Arsené Wenger, leading Arsenal to the Europa League final and the challenges the Premier League presents 🔴 #Arsenal",0
496,"🗣️ ""I'm fully focused on the job that I have to do here"" 

Mikel Arteta speaks out on those Barcelona rumours

Full Press Conference: https://t.co/o4wQfIPGEz 

@GoonerViews | #Arsenal https://t.co/F1mOoeKwUH",0
497,"New podcast is out !

This we talks about Arsene Wenger team talks for the invincibles and the come back against Benfica! 

Listen here 👉🏾 https://t.co/tZWQRpNGd7 

#podcast #arsenal #arsenewenger #arsenalinvincibles #legends",0
498,#ArianaGrande becomes the first female artist in HISTORY to appear on IFPI’s top 10 annual biggest recording artists three years in a row!!! Congrats @ArianaGrande! https://t.co/mDorT2Oz2p,0
499,"IFPI TOP 🔟 GLOBAL ACTS OF 2020
1⃣ #BTS
2⃣ #TaylorSwift
3⃣ #Drake
4⃣ #TheWeeknd
5⃣ #BillieEilish
6⃣ #Eminem
7⃣ #PostMalone
8⃣ #ArianaGrande
9⃣ #JuiceWRLD
🔟 #JustinBieber https://t.co/ghA5qN6zVs",0
500,"Waiting for a new album from your favourite artists? This is the longest break they have taken between new albums so far:

#TheWeeknd - 4 years
#BTS - 2 years
#ArianaGrande - 2 years
#Eminem - 5 years
#TaylorSwift - 3 years
#KatyPerry - 7 years
#LadyGaga - 4 years",0
501,"W🌎RLDS 🔝 🔟 ALBUMS
1⃣BE #BTS #방탄소년단
2⃣Loveholic #NCT127 
3⃣Dangerous #MorganWallen
4⃣Positions #ArianaGrande 
5⃣ShootForTheStars,Aim...#PopSmoke
6⃣AfterHours #TheWeeknd
7⃣FutureNostalgia #DuaLipa 
8⃣TheHighlights #TheWeeknd
9⃣FineLine #HarryStyles
🔟evermore #TaylorSwift𓂸 https://t.co/wsjwEpqrpM",0
502,"Last week on #AT40, #ArianaGrande climbed to #1 with “34+35,” giving her her 9th #1 👏 For female acts this century, she’s even with #Pink (9). Only #KatyPerry, #Rihanna &amp; #TaylorSwift have more. With 2 #1s already in 2021, will she be able to pass up everyone? (📸: Getty Images) https://t.co/KLYZyElLIC",1
503,"Congrats to @ladygaga and @ArianaGrande on their victory at the inaugural Gold Derby Music Awards for Best Music Video (""Rain on Me"")! Their win is shared with director Robert Rodriguez. See a full list of winners here: https://t.co/IjWB4TKKgI

#LadyGaga #ArianaGrande https://t.co/0TDycx0LTa",0
504,"Dwayne Johnson Paces Up! Might End Up Beating Ariana Grande Soon In A Digital Race

@TheRock #DwayneJohnson #ArianaGrande @ArianaGrande #Koimoi 

https://t.co/pbQdqza2mE",1
505,"""positions"" by #ArianaGrande has now surpassed 500 MILLION streams on Spotify!!! Congrats @ArianaGrande! https://t.co/nIiUWRgbcb",0
506,"""positions"" ties ""thank u, next"" as #ArianaGrande's longest running top 10 single on the Hot 100 (17 weeks each). Congrats @ArianaGrande!!! https://t.co/5clnColivk",0
507,"NEXT on #FuseXL Main Stage watch, '#ArianaGrande: The Art of Music.' @ArianaGrande 💕 is on the path to becoming pop's all-encompassing 👑 queen. This film documents part of her journey. #NowPlaying on @plutotv 🌟CELEBRITY 🌟: https://t.co/olfHb7i0le #WomensHistoryMonth https://t.co/fisqhfxdwH",1
508,Woohoo thankyou @remixT30 @iheartradio @hollywoodhamilton @arianagrande #34+35 #ArianaGrande #RayIsaacRemix https://t.co/QIy2h49ePA,0
509,"#ArianaGrande's #positions hits 500 Million streams on Spotify, her 16th song to reach the milestone!👊🎶💥5️⃣0️⃣0️⃣Ⓜ️🎧✖️1️⃣6️⃣ 🔥👑🤍
https://t.co/x3vol7gmhO https://t.co/0PiwpweCZh",0
510,Let’s go! @BigReidRadio taking over for the rest of the night! #CardiB #UP #ArianaGrande #TestDrive and #BTS #Dynamite have been added to the playlist all before 7:30p!,0
511,"ALL new songs off #ArianaGrande's deluxe edition of ""positions"" have debuted on the Digital Song Sales chart this week!!! Congrats @ArianaGrande! https://t.co/fm2roGuN0o",0
512,"Top 10 on the 'Artist 100' this week:

1. #BTS
2. #TheWeeknd
3. Morgan Wallen
4. #ArianaGrande
5. #TaylorSwift
6. Luke Combs
7. #PopSmoke
8. #BillieEilish
9. #JuiceWRLD
10. #DuaLipa",0
513,"Albums by female acts with at least 12 songs with 100M+ streams each (Spotify)

- WWAFAWDWG? #BillieEilish
- #DuaLipa
- thank u, next #ArianaGrande
- Cry Baby #MelanieMartinez",0
514,"""positions"" ties ""thank u, next"" as #ArianaGrande's longest running top 10 single on the Hot 100 (17 weeks each). Congrats @ArianaGrande!!! https://t.co/jf7YRw5BYA",0
515,"Want to know what it is like to kiss #ArianaGrande?

@donbenjamin is on #TheDailyDrift sharing his story and what it is like working with the famous singer and actress!🔥 

LIVE NOW: https://t.co/ULGmlLrt0y https://t.co/4h1B6YA6Gs",1
516,"#TheDailyDrift is LIVE NOW with host @HANNAHRAD interviewing @donbenjamin!🔥

Tune in now to ask questions and hear him talk about working with #ArianaGrande and his new book. 📖 

STREAM: https://t.co/ULGmlLrt0y https://t.co/8UiUGPCLsm",0
517,"Most steamed albums on Spotify this week:

1. Future Nostalgia #DuaLipa
2. positions #ArianaGrande
3. After Hours #TheWeeknd 
4. EL ULTIMO TOUR #BadBunny 
5. #PopSmoke
6. F**K LOVE #TheKidLaroi
7. Fine Line #HarryStyles
8. Dangerous
9. Legends Never Die
10. Hollywood's Bleeding",0
518,"""positions"" by #ArianaGrande joins ""folklore"" by #TaylorSwift as the only 2020 female albums to spend 10 weeks within the top 5 of the Billboard 200!!! Congrats ladies! https://t.co/Kk5bZsu7NH",0
519,#positions by #ArianaGrande has spent 4 months within the top 10 on US Apple Music!!! It’s just the second female album to achieve this in the platform's history. Congrats @ArianaGrande! https://t.co/m1rE3mWgjq,0
520,"#TaylorSwift, #ArianaGrande, #BTS, and #MeganTheeStallion are among early contenders to take top honors at the 2022 #GRAMMYs https://t.co/9OY54lTGAN",1
521,"#ArianaGrande Is The 1st Female Act In History To Surpass 25 BILLION Streams On Spotify!💪🥇👩‍🎤💥2️⃣5️⃣🅱️🎧🔥👑🤍
https://t.co/NrjvqSCz8M https://t.co/cqHZlkIedO",0
522,"#Lizzo #ArianaGrande #JanelleMonáe #TaylorSwift... This month's special programming, Women in Music, celebrates the most influential female artists. → https://t.co/Dk6a2gKu0B https://t.co/b4mHIYqWfq",0
523,Watch #KellyClarkson go big with her cover of #ArianaGrande’s Imagine https://t.co/Avz2e4lGlP,1
524,"TOP 🔟 DIGITAL ARTIST RANKING - 03/01 14:20 EDT
1⃣ #TheWeeknd 
2⃣ #TaylorSwift
3⃣ #BillieEilish 
4⃣ #DuaLipa
5⃣ #EdSheeran
6⃣ #ATEEZ  
7⃣ #DaftPunk
8⃣ #ArianaGrande 
9⃣ #BadBunny
🔟 #PopSmoke https://t.co/9K9C0aVTFr",0
525,"🔝🔟💿🌎APPLE
1⃣Positions #ArianaGrande
2⃣LifeSupport #MadisonBeer
3⃣FutureNostalgia #DuaLipa
4⃣AfterHours #TheWeeknd
5⃣evermore #TaylorSwift
6⃣WhenWeAllFallA...#BillieEilish
7⃣folklore #TaylorSwift
8⃣ShootfortheStars.. #PopSmoke
9⃣FineLine #HarryStyles
🔟RandomAccess..#DaftPunk https://t.co/bMagJgw2zE",0
526,"#MorganWallen's #Dangerous Becomes The 1st Country Album To Spend Its First 7 Weeks At No. 1 On the Billboard 200 While #ArianaGrande's 'Positions' Lifts 9-2! 🥇🤠💿➡️1️⃣🇺🇸✖️7️⃣➕👩‍🎤📈2️⃣
https://t.co/voIKiI1GUN https://t.co/NyLGB6F2ic",0
527,"👀 #DemiLovato’s (now deleted) Insta Story... #ArianaGrande, is that you?!! https://t.co/kOTzvX5c3y",1
528,"The #Hot20Countdown is ON! 🔥 Who will take this week’s No.1 spot? 🤔

LISTEN ➡️ https://t.co/rAtrjYil8F 🎧
#ArianaGrande #RittMomney #billieeilish #ChrisBrown #OliviaRodrigo https://t.co/0RgjwmMW4a",1
529,"Here's everything you need to know about #ArianaGrande and #DaltonGomez's romantic relationship!
https://t.co/bWWGAGdKqW",1
530,#ArianaGrande earns her milestone 30th top-40 hit on the UK singles chart with #testdrive!!! Congrats @ArianaGrande! https://t.co/0PISIZB3LQ,0
531,"🔝🔟💿🌎APPLE
1⃣Positions #ArianaGrande
2⃣LifeSupport #MadisonBeer
3⃣FutureNostalgia #DUALIPA
4⃣AfterHours #TheWeeknd
5⃣evermore #TaylorSwift
6⃣ShootfortheStars..#PopSmoke
7⃣WhenWeAllFall..#BillieEilish
8⃣folklore #TaylorSwift
9⃣RandomAccess..#DaftPunk
🔟ForThoseThat..#Architects https://t.co/5fZm98BXKM",0
